Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
Lenovo,2 in 1 Convertible,8,1.38,3069.72,1,1,158.4825302,2.7,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.2,2802.29,0,0,141.2119981,1.8,Intel Core i7,2000,128,AMD,Windows
HP,Notebook,8,2.04,1590.34,1,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,16,3.6,8532.06,0,0,127.3356746,2.9,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,1.49,1920.35,0,1,165.6321181,1.6,Intel Core i5,500,0,Intel,Windows
Apple,Ultrabook,8,1.37,5803.74,0,1,226.9830047,3.1,Intel Core i5,0,512,Intel,Mac
Dell,2 in 1 Convertible,8,2.08,2330.03,1,1,141.2119981,1.8,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,4.3,5118.1,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Asus,Notebook,4,1.68,1334.29,0,0,100.4546699,3,AMD Processor,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.37,5260.35,1,1,158.4825302,1.8,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,3,1997.17,0,1,127.3356746,2.7,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.41,2699.88,0,0,165.6321181,1.6,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.91,1268.57,0,0,100.4546699,2.5,AMD Processor,0,128,AMD,Windows
HP,Notebook,16,2.9,3012.82,0,1,127.3356746,1.8,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,16,4.14,7109.58,0,0,127.3356746,2.8,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,2,4833.6,1,1,141.2119981,2.8,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.8,3248.95,0,0,127.3356746,1.8,Intel Core i7,1000,128,AMD,Windows
Lenovo,Notebook,4,2.2,1263.17,0,0,141.2119981,2,Intel Core i3,0,256,Intel,Others/No OS/Linux
HP,Notebook,4,2.1,2054.07,0,1,141.2119981,1.6,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.18,1869.14,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,1607.41,0,0,141.2119981,2.5,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,2273.13,1,0,141.2119981,1.6,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,4264.61,1,0,165.6321181,1.8,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,1328.6,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
HP,Notebook,8,2.5,2896.18,0,0,127.3356746,1.8,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,2503.57,0,0,141.2119981,1.8,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,5573.01,0,1,226.9830047,2.9,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,4406.86,0,0,127.3356746,3,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,2.14,2091.25,0,0,141.2119981,1.8,Intel Core i7,0,256,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.36,7109.58,1,0,209.8006829,2.6,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,2310.11,0,0,100.4546699,2.5,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,2028.66,0,0,100.4546699,2.7,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,3126.62,0,0,127.3356746,1.8,Intel Core i7,1000,128,AMD,Others/No OS/Linux
Acer,Notebook,8,2.2,2119.5,0,1,141.2119981,1.8,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,1391.19,0,0,106.1130621,2,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,2415.38,0,0,127.3356746,1.8,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,2.8,2443.83,0,0,106.1130621,2.7,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.25,1217.65,0,0,141.2119981,2,Intel Core i3,1000,0,AMD,Others/No OS/Linux
Lenovo,Gaming,8,2.5,2358.48,0,1,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,1647.24,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3,2705.56,0,1,141.2119981,1.8,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,1874.83,1,1,141.2119981,2.7,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,3120.93,0,1,141.2119981,2.7,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,2779.53,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,3354.22,0,1,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,1874.86,0,0,141.2119981,2.7,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
Acer,Notebook,2,2.19,566.15,0,0,100.4546699,1.5,Other Intel Processor,0,16,Intel,Others/No OS/Linux
Asus,Gaming,8,3,3376.98,0,0,127.3356746,2.8,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,1391.19,0,0,106.1130621,2,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2,5203.45,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,2102.43,0,0,141.2119981,1.6,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,3695.61,0,1,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,2785.22,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
Dell,Workstation,16,3.42,8207.34,0,0,127.3356746,2.9,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,1419.64,0,0,141.2119981,2.4,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,4176.41,0,0,141.2119981,2.7,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,1448.09,0,0,111.9352036,2.4,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,6037.02,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,1846.38,0,0,106.1130621,2.5,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,1561.89,0,0,100.4546699,2.5,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
Asus,Gaming,8,2.5,3598.89,0,0,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,1024.16,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,1.28,5618.81,1,0,165.6321181,2.8,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,2967.3,0,1,141.2119981,2.5,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,2330.03,0,0,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,1334.29,0,0,141.2119981,2,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,2842.12,0,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,7109.58,1,1,331.2642361,1.8,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,5971.59,0,1,141.2119981,2.8,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,2.23,1334.29,0,0,141.2119981,2.2,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,782.37,1,0,135.0942112,1.1,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,2401.15,0,0,141.2119981,1.6,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,6967.33,1,1,331.2642361,1.8,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,1308.4,0,0,117.8265301,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,1.95,2788.07,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,1379.81,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,3675.7,0,0,157.3505121,2.7,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,1675.69,0,0,106.1130621,2.5,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2,3112.4,0,0,157.3505121,2.7,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,2566.16,0,1,100.4546699,1.8,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,1874.83,0,0,100.4546699,2.7,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,830.73,0,0,111.9352036,1.1,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,1561.89,0,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,2986.93,0,0,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,3798.03,0,0,176.2325736,2.7,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,7507.87,1,0,282.4239962,2.8,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,3411.12,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,2,2682.81,0,1,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2,3795.19,0,0,157.3505121,2.7,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,1.85,1277.39,0,0,141.2119981,2,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,2842.12,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,3607.42,0,0,157.3505121,2.6,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,2984.37,0,1,141.2119981,1.6,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.84,3254.64,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2,782.34,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Notebook,8,2,3251.09,0,0,141.2119981,1.6,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,782.08,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Others/No OS/Linux
Lenovo,Notebook,12,2.2,2557.63,0,0,141.2119981,3.6,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,2037,0,1,141.2119981,2.4,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,5971.59,1,1,316.9650604,1.8,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,4492.21,0,0,165.6321181,1.8,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,3211.97,0,1,141.2119981,2.8,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,1.44,793.75,0,0,111.9352036,1.6,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,4574.6,0,0,141.2119981,1.9,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,1066.86,1,0,135.0942112,1.1,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,1886.21,0,0,141.2119981,1.6,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,5767.95,1,0,282.4239962,2.8,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,3709.84,0,0,141.2119981,2.7,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,4008.56,0,0,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,2.6,4945.32,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,3991.49,0,1,141.2119981,2.5,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,2762.18,0,0,141.2119981,1.8,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,2.2,916.05,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
Dell,Gaming,8,2.65,2842.12,0,0,141.2119981,2.5,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,1585.7,1,0,100.4546699,2.5,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,4059.77,0,0,157.3505121,2.6,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,1248.94,0,0,100.4546699,2,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2,2688.5,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,2045.53,0,0,106.1130621,2.5,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.86,1817.93,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,1419.64,0,0,100.4546699,2,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,1106.69,0,0,100.4546699,1.6,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,3086.79,0,0,127.3356746,1.6,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,2.4,2301.58,0,1,141.2119981,2.5,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
Dell,Notebook,8,2.33,2557.63,0,0,141.2119981,2.7,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,4978.69,0,1,157.3505121,2.7,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,3126.62,1,0,141.2119981,2.7,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,2.1,1211.96,0,0,100.4546699,3,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,6256.09,0,1,127.3356746,3,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,2.6,1391.19,0,0,106.1130621,2.2,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,2472.31,1,0,165.6321181,1.8,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,1391.16,0,0,141.2119981,3,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,1573.27,0,1,135.0942112,1.1,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,879.1,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,813.66,0,0,111.9352036,1.1,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,2406.84,0,0,141.2119981,2.8,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
HP,Gaming,8,3.35,3388.36,0,1,127.3356746,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,1147.94,0,0,141.2119981,2,Intel Core i3,0,128,Intel,Others/No OS/Linux
Asus,Gaming,8,2.3,4708.42,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,3126.62,0,1,157.3505121,2.5,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,4975.57,1,0,165.6321181,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,6492.22,0,1,209.8006829,2.7,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,1561.89,0,1,165.6321181,2.4,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,3894.76,0,0,141.2119981,2.6,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2,6074.01,0,1,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,7138.03,1,0,209.8006829,2.7,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3,2955.92,0,0,127.3356746,2.8,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3,4526.34,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,2.2,1974.38,0,1,100.4546699,1.6,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,3837.86,0,0,127.3356746,2.8,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,2215.86,0,0,141.2119981,2.7,Intel Core i7,0,256,AMD,Others/No OS/Linux
HP,Ultrabook,4,1.91,1419.64,0,0,141.2119981,3,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,3498.06,0,1,141.2119981,1.8,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,2668.58,0,1,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,7715.55,1,0,282.4239962,2.8,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,7468.04,0,1,209.8006829,2.7,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,870.56,0,0,100.4546699,1.1,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,4349.96,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,3256.07,0,1,141.2119981,1.6,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,2.5,2500.73,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
MSI,Gaming,16,2.8,6398.33,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,5328.63,0,0,157.3505121,2.7,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,4970.16,0,0,165.6321181,2.5,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,4779.55,0,0,157.3505121,2.8,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,1163.59,0,0,141.2119981,2,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,866.15,0,0,135.0942112,1.1,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,5476.56,0,0,141.2119981,2.8,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,5527.77,0,1,209.8006829,2.8,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,1334.29,0,0,141.2119981,2,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,2244.71,1,1,165.6321181,2.5,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,2640.13,1,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,1703.85,0,0,141.2119981,2.5,Intel Core i5,0,256,AMD,Others/No OS/Linux
Dell,Notebook,4,1.65,1960.18,0,0,117.8265301,2,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,4267.45,0,0,157.3505121,2.5,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,1536.14,0,0,100.4546699,2.5,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,3457.72,0,1,157.3505121,1.8,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2,5402.6,1,1,282.4239962,2.8,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,1277.39,0,1,267.338436,1.1,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,4059.77,0,0,141.2119981,2.9,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,1698.45,0,0,141.2119981,2.4,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
Dell,Gaming,16,4.42,7963.07,0,1,169.7808994,2.9,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,3297.32,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.02,3250.09,0,0,141.2119981,1.8,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,1.6,3126.62,0,0,157.3505121,2.8,Intel Core i7,0,256,Intel,Others/No OS/Linux
HP,Gaming,12,3.35,5687.09,0,0,127.3356746,2.8,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,850.65,1,1,189.9057905,1.1,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,765.3,0,0,135.0942112,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.4,2873.42,0,1,165.6321181,2.7,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,1704.14,0,1,157.3505121,2.7,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,6955.95,0,1,282.4239962,2.8,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,6967.33,0,0,141.2119981,2.9,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,4822.22,0,0,127.3356746,3.2,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,2.1,987.2,0,0,100.4546699,1.6,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,6256.09,1,0,234.5074,1.3,Intel Core i7,0,512,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,1.32,6776.71,0,0,209.8006829,2.7,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2,1590.34,0,0,141.2119981,2.5,Intel Core i5,0,256,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.8,1476.54,0,0,106.1130621,2.5,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,2130.88,0,0,141.2119981,1.6,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,4065.46,0,1,176.2325736,2.5,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,992.89,0,0,141.2119981,1.1,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,3126.62,0,1,141.2119981,2.8,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,3354.22,0,0,157.3505121,2.8,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,1256.91,0,0,100.4546699,2.5,Intel Core i5,500,0,Intel,Others/No OS/Linux
Dell,Workstation,8,2.23,5670.02,0,0,141.2119981,3,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,2.2,2923.89,0,0,141.2119981,2.5,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,7365.62,1,0,200.8425599,2.5,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,1675.69,0,0,100.4546699,2.5,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,5618.81,0,1,141.2119981,2.7,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,4364.18,0,1,141.2119981,2.9,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,3826.48,0,0,157.3505121,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,2785.22,0,0,141.2119981,1.8,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,1362.74,1,0,135.0942112,1.6,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,5820.81,0,1,127.3356746,2.7,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,2813.67,1,0,200.8425599,2.2,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,5118.1,1,0,200.8425599,2.5,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,1820.5,0,0,106.1130621,2,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,1547.66,0,0,141.2119981,2,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,1237.56,0,0,135.0942112,1.6,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,2130.88,0,0,141.2119981,2.5,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,2273.13,0,1,157.3505121,2.7,Intel Core i7,0,512,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.67,5945.98,0,0,141.2119981,2.9,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2,864.87,0,0,100.4546699,1.1,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,1334.29,0,0,100.4546699,2,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,2159.33,0,0,141.2119981,1.6,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,4833.6,0,1,127.3356746,2.8,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,5285.95,0,1,209.8006829,2.6,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,5687.09,1,1,331.2642361,1.8,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,3283.09,0,0,141.2119981,2.5,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,3627.33,1,0,234.5074,1.2,Intel Core i5,0,128,Intel,Others/No OS/Linux
Dell,Ultrabook,8,1.42,5240.01,1,0,165.6321181,1.6,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,3695.61,0,1,282.4239962,2.6,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,2105.28,0,0,111.9352036,2.3,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,6850.68,0,0,141.2119981,2.8,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,3880.54,0,0,157.3505121,2.5,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,1920.35,0,0,141.2119981,1.6,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,4756.79,0,1,165.6321181,2.5,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,3590.35,0,1,141.2119981,1.8,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,1668.86,0,0,100.4546699,2.4,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,2065.45,0,1,165.6321181,1.6,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,708.11,0,0,141.2119981,1.44,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,1607.41,0,0,100.4546699,2,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,2984.37,0,1,157.3505121,1.6,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,6651.54,0,1,141.2119981,2.7,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,16,2.06,5402.6,0,0,141.2119981,2.8,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,5115.25,0,1,176.2325736,2.7,Intel Core i7,0,512,Intel,Windows
