,Company,TypeName,Ram,Weight,Price_MYR,Touchscreen,Ips,ppi,CPU GHz,Cpu brand,HDD,SSD,GPU Brand,Operating System
227,Asus,Notebook,8,2.0,2187.78,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
228,Asus,Notebook,8,2.69,2534.87,0,0,127.33567457123111,2.5,Intel Core i5,500,256,Nvidia,Windows
229,HP,Notebook,8,1.9,3610.26,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,AMD,Windows
230,Asus,Notebook,4,2.37,1135.11,0,0,100.45466986113651,2.4,Intel Core i3,1000,0,Intel,Windows
231,HP,Notebook,4,2.1,938.84,0,0,100.45466986113651,1.5,AMD Processor,500,0,AMD,Windows
232,Lenovo,Gaming,16,3.2,4264.61,0,1,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
233,Dell,Notebook,8,1.6,2443.83,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
234,Acer,2 in 1 Convertible,8,1.6,1960.18,1,1,165.6321180513006,2.3,Intel Core i5,0,256,Intel,Windows
235,Dell,Notebook,16,2.36,2557.63,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD,Others/No OS/Linux
236,Acer,Notebook,4,2.1,1109.54,0,0,100.45466986113651,2.0,Intel Core i3,1000,0,Intel,Others/No OS/Linux
237,Asus,Notebook,4,2.2,1635.86,0,0,141.21199808219862,2.5,AMD Processor,1000,128,AMD,Windows
238,Asus,Gaming,32,4.7,11066.93,0,0,127.33567457123111,2.9,Intel Core i7,1000,512,Nvidia,Windows
239,Acer,Gaming,8,2.5,2406.84,0,1,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
240,Lenovo,Notebook,8,2.2,1675.69,0,0,100.45466986113651,2.0,Intel Core i3,0,128,Intel,Windows
241,Asus,Notebook,8,2.1,3257.49,0,0,127.33567457123111,1.8,Intel Core i7,1000,128,Nvidia,Windows
242,Asus,Notebook,8,2.69,2529.18,0,0,127.33567457123111,2.7,Intel Core i7,1000,128,Nvidia,Others/No OS/Linux
243,Dell,Gaming,8,2.56,2500.73,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
244,Lenovo,2 in 1 Convertible,8,1.38,3069.72,1,1,158.48253022174808,2.7,Intel Core i7,0,256,Intel,Windows
245,Dell,Notebook,8,2.2,2802.29,0,0,141.21199808219862,1.8,Intel Core i7,2000,128,AMD,Windows
246,HP,Notebook,8,2.04,1590.34,1,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel,Windows
247,Asus,Gaming,16,3.6,8532.06,0,0,127.33567457123111,2.9,Intel Core i7,0,256,Nvidia,Windows
248,HP,Notebook,4,1.49,1920.35,0,1,165.6321180513006,1.6,Intel Core i5,500,0,Intel,Windows
249,Apple,Ultrabook,8,1.37,5803.74,0,1,226.98300468106115,3.1,Intel Core i5,0,512,Intel,Mac
250,Dell,2 in 1 Convertible,8,2.08,2330.03,1,1,141.21199808219862,1.8,Intel Core i7,1000,0,Intel,Windows
251,Asus,Gaming,16,4.3,5118.1,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
252,Asus,Notebook,4,1.68,1334.29,0,0,100.45466986113651,3.0,AMD Processor,1000,0,AMD,Windows
253,Lenovo,2 in 1 Convertible,8,1.37,5260.35,1,1,158.48253022174808,1.8,Intel Core i7,0,512,Intel,Windows
254,Acer,Notebook,4,3.0,1997.17,0,1,127.33567457123111,2.7,Intel Core i3,0,256,Nvidia,Windows
255,Dell,Ultrabook,8,1.41,2699.88,0,0,165.6321180513006,1.6,Intel Core i5,0,256,Intel,Windows
256,HP,Notebook,8,1.91,1268.57,0,0,100.45466986113651,2.5,AMD Processor,0,128,AMD,Windows
257,HP,Notebook,16,2.9,3012.82,0,1,127.33567457123111,1.8,Intel Core i7,1000,0,Nvidia,Windows
258,MSI,Gaming,16,4.14,7109.58,0,0,127.33567457123111,2.8,Intel Core i7,1000,512,Nvidia,Windows
259,Lenovo,2 in 1 Convertible,8,2.0,4833.6,1,1,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia,Windows
260,Dell,Notebook,8,2.8,3248.95,0,0,127.33567457123111,1.8,Intel Core i7,1000,128,AMD,Windows
261,Lenovo,Notebook,4,2.2,1263.17,0,0,141.21199808219862,2.0,Intel Core i3,0,256,Intel,Others/No OS/Linux
262,HP,Notebook,4,2.1,2054.07,0,1,141.21199808219862,1.6,Intel Core i5,500,0,Intel,Windows
263,Dell,Notebook,4,2.18,1869.14,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Windows
264,Dell,Notebook,8,2.24,1607.41,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,AMD,Windows
265,Dell,2 in 1 Convertible,8,2.67,2273.13,1,0,141.21199808219862,1.6,Intel Core i5,0,256,Intel,Windows
266,Asus,2 in 1 Convertible,8,1.1,4264.61,1,0,165.6321180513006,1.8,Intel Core i7,0,1024,Intel,Windows
267,Lenovo,Notebook,4,2.2,1328.6,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Others/No OS/Linux
268,HP,Notebook,8,2.5,2896.18,0,0,127.33567457123111,1.8,Intel Core i7,1000,0,Nvidia,Windows
269,Lenovo,Notebook,8,2.05,2503.57,0,0,141.21199808219862,1.8,Intel Core i7,0,256,Intel,Windows
270,Apple,Ultrabook,8,1.37,5573.01,0,1,226.98300468106115,2.9,Intel Core i5,0,512,Intel,Mac
271,Asus,Gaming,16,3.2,4406.86,0,0,127.33567457123111,3.0,AMD Processor,1000,256,AMD,Windows
272,Dell,Notebook,8,2.14,2091.25,0,0,141.21199808219862,1.8,Intel Core i7,0,256,AMD,Others/No OS/Linux
273,Lenovo,2 in 1 Convertible,16,1.36,7109.58,1,0,209.8006828649808,2.6,Intel Core i7,0,512,Intel,Windows
274,Toshiba,Notebook,8,2.2,2310.11,0,0,100.45466986113651,2.5,Intel Core i7,500,0,Nvidia,Windows
275,Dell,Notebook,12,2.3,2028.66,0,0,100.45466986113651,2.7,Intel Core i7,1000,0,Intel,Windows
276,Dell,Notebook,8,2.8,3126.62,0,0,127.33567457123111,1.8,Intel Core i7,1000,128,AMD,Others/No OS/Linux
277,Acer,Notebook,8,2.2,2119.5,0,1,141.21199808219862,1.8,Intel Core i7,1000,0,Nvidia,Windows
278,Lenovo,Notebook,4,2.8,1391.19,0,0,106.11306214269258,2.0,Intel Core i3,1000,0,Intel,Windows
279,Lenovo,Notebook,8,2.8,2415.38,0,0,127.33567457123111,1.8,Intel Core i7,2000,0,Nvidia,Others/No OS/Linux
280,Lenovo,Notebook,6,2.8,2443.83,0,0,106.11306214269258,2.7,Intel Core i7,1000,128,Nvidia,Windows
281,Dell,Notebook,4,2.25,1217.65,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD,Others/No OS/Linux
282,Lenovo,Gaming,8,2.5,2358.48,0,1,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
283,Lenovo,Notebook,6,2.2,1647.24,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
284,Acer,Notebook,8,3.0,2705.56,0,1,141.21199808219862,1.8,Intel Core i7,0,256,Nvidia,Windows
285,Acer,Notebook,12,2.15,1874.83,1,1,141.21199808219862,2.7,Intel Core i7,1000,0,Intel,Windows
286,Lenovo,Notebook,8,1.95,3120.93,0,1,141.21199808219862,2.7,Intel Core i7,0,256,Intel,Windows
287,Asus,Ultrabook,8,1.7,2779.53,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
288,Lenovo,Gaming,16,2.5,3354.22,0,1,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
289,Lenovo,Notebook,8,2.2,1874.86,0,0,141.21199808219862,2.7,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
290,Acer,Notebook,2,2.19,566.15,0,0,100.45466986113651,1.5,Other Intel Processor,0,16,Intel,Others/No OS/Linux
291,Asus,Gaming,8,3.0,3376.98,0,0,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia,Windows
292,HP,Notebook,8,2.54,1391.19,0,0,106.11306214269258,2.0,Intel Core i3,1000,0,Intel,Windows
293,Dell,Notebook,8,2.0,5203.45,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
294,Lenovo,Notebook,8,2.05,2102.43,0,0,141.21199808219862,1.6,Intel Core i5,0,256,Intel,Windows
295,Lenovo,Gaming,8,3.2,3695.61,0,1,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia,Windows
296,Acer,Notebook,8,2.5,2785.22,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
297,Dell,Workstation,16,3.42,8207.34,0,0,127.33567457123111,2.9,Intel Core i7,0,256,Nvidia,Windows
298,Lenovo,Notebook,6,2.4,1419.64,0,0,141.21199808219862,2.4,AMD Processor,1000,0,AMD,Windows
299,Asus,Ultrabook,16,1.63,4176.41,0,0,141.21199808219862,2.7,Intel Core i7,0,512,Nvidia,Windows
300,Asus,Notebook,4,1.3,1448.09,0,0,111.93520355955211,2.4,Intel Core i3,0,128,Intel,Windows
301,Asus,Gaming,16,2.9,6037.02,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
302,Lenovo,Notebook,6,2.8,1846.38,0,0,106.11306214269258,2.5,Intel Core i5,1000,0,Nvidia,Windows
303,Lenovo,Notebook,8,2.2,1561.89,0,0,100.45466986113651,2.5,Intel Core i5,2000,0,Nvidia,Others/No OS/Linux
304,Asus,Gaming,8,2.5,3598.89,0,0,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
305,Lenovo,Notebook,4,2.2,1024.16,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
306,HP,2 in 1 Convertible,16,1.28,5618.81,1,0,165.6321180513006,2.8,Intel Core i7,0,256,Intel,Windows
307,Toshiba,Notebook,8,2.2,2967.3,0,1,141.21199808219862,2.5,Intel Core i7,0,256,Nvidia,Windows
308,Lenovo,Notebook,8,2.3,2330.03,0,0,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Windows
309,HP,Notebook,4,1.86,1334.29,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Intel,Windows
310,Lenovo,Notebook,8,1.1,2842.12,0,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
311,Dell,Ultrabook,16,1.21,7109.58,1,1,331.2642361026012,1.8,Intel Core i7,0,1000,Intel,Windows
312,MSI,Gaming,16,2.8,5971.59,0,1,141.21199808219862,2.8,Intel Core i7,1000,256,Nvidia,Windows
313,Acer,Notebook,8,2.23,1334.29,0,0,141.21199808219862,2.2,AMD Processor,0,256,AMD,Windows
314,Asus,2 in 1 Convertible,2,1.1,782.37,1,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel,Windows
315,Dell,Notebook,8,2.33,2401.15,0,0,141.21199808219862,1.6,Intel Core i5,1000,128,AMD,Windows
316,HP,2 in 1 Convertible,16,1.29,6967.33,1,1,331.2642361026012,1.8,Intel Core i7,0,1000,Intel,Windows
317,Lenovo,Notebook,4,1.45,1308.4,0,0,117.82653006268643,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
318,HP,Notebook,8,1.95,2788.07,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
319,Acer,Notebook,4,1.4,1379.81,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Windows
320,HP,Notebook,8,1.48,3675.7,0,0,157.3505121487356,2.7,Intel Core i7,0,256,Intel,Windows
321,Lenovo,Notebook,4,2.79,1675.69,0,0,106.11306214269258,2.5,Intel Core i5,1000,0,Nvidia,Windows
322,Asus,Notebook,8,2.0,3112.4,0,0,157.3505121487356,2.7,Intel Core i7,0,256,Intel,Windows
323,HP,Notebook,8,2.1,2566.16,0,1,100.45466986113651,1.8,Intel Core i7,1000,0,Intel,Windows
324,Acer,Notebook,8,2.2,1874.83,0,0,100.45466986113651,2.7,AMD Processor,0,256,AMD,Windows
325,Lenovo,Notebook,4,1.44,830.73,0,0,111.93520355955211,1.1,Other Intel Processor,0,0,Intel,Windows
326,Acer,Notebook,6,2.23,1561.89,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel,Windows
327,Asus,Ultrabook,8,1.7,2986.93,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia,Windows
328,HP,Ultrabook,8,1.26,3798.03,0,0,176.23257360658386,2.7,Intel Core i7,0,256,Intel,Windows
329,Dell,Notebook,32,2.06,7507.87,1,0,282.42399616439724,2.8,Intel Core i7,0,1000,Nvidia,Windows
330,MSI,Gaming,8,2.7,3411.12,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
331,Toshiba,Notebook,8,2.0,2682.81,0,1,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
332,Asus,Notebook,8,2.0,3795.19,0,0,157.3505121487356,2.7,Intel Core i7,1000,256,Intel,Windows
333,Lenovo,Notebook,4,1.85,1277.39,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,Intel,Windows
334,Asus,Gaming,8,2.5,2842.12,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
335,HP,Notebook,8,1.48,3607.42,0,0,157.3505121487356,2.6,Intel Core i5,0,256,Intel,Windows
336,Dell,Ultrabook,8,1.9,2984.37,0,1,141.21199808219862,1.6,Intel Core i5,1000,128,Nvidia,Windows
337,HP,Notebook,8,1.84,3254.64,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Windows
338,Asus,Notebook,4,2.0,782.34,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
339,Dell,Notebook,8,2.0,3251.09,0,0,141.21199808219862,1.6,Intel Core i5,0,256,Nvidia,Windows
340,Dell,Notebook,4,2.2,782.08,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel,Others/No OS/Linux
341,Lenovo,Notebook,12,2.2,2557.63,0,0,141.21199808219862,3.6,AMD Processor,2000,0,AMD,Windows
342,HP,Notebook,8,2.1,2037.0,0,1,141.21199808219862,2.4,Intel Core i3,1000,0,Nvidia,Windows
343,Lenovo,2 in 1 Convertible,16,1.4,5971.59,1,1,316.96506044349616,1.8,Intel Core i7,0,512,Intel,Windows
344,Dell,Ultrabook,8,1.2,4492.21,0,0,165.6321180513006,1.8,Intel Core i7,0,256,Intel,Windows
345,Lenovo,Gaming,16,2.4,3211.97,0,1,141.21199808219862,2.8,Intel Core i7,2000,256,Nvidia,Windows
346,HP,Notebook,2,1.44,793.75,0,0,111.93520355955211,1.6,Other Intel Processor,0,0,Intel,Windows
347,Dell,Ultrabook,16,1.88,4574.6,0,0,141.21199808219862,1.9,Intel Core i7,0,768,Intel,Windows
348,Asus,2 in 1 Convertible,4,1.5,1066.86,1,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel,Windows
349,Dell,Ultrabook,8,1.9,1886.21,0,0,141.21199808219862,1.6,Intel Core i5,1000,0,AMD,Windows
350,Dell,Notebook,16,2.06,5767.95,1,0,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia,Windows
351,HP,Notebook,8,1.84,3709.84,0,0,141.21199808219862,2.7,Intel Core i7,0,256,Intel,Windows
352,MSI,Gaming,8,2.7,4008.56,0,0,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia,Windows
353,HP,Workstation,8,2.6,4945.32,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Windows
354,Toshiba,Notebook,16,2.4,3991.49,0,1,141.21199808219862,2.5,Intel Core i7,0,512,Nvidia,Windows
355,Dell,Notebook,8,2.02,2762.18,0,0,141.21199808219862,1.8,Intel Core i7,2000,128,AMD,Windows
356,Lenovo,Notebook,4,2.2,916.05,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Others/No OS/Linux
357,Dell,Gaming,8,2.65,2842.12,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Nvidia,Windows
358,Dell,Notebook,8,2.36,1585.7,1,0,100.45466986113651,2.5,Intel Core i5,2000,0,Intel,Windows
359,Dell,Notebook,8,1.36,4059.77,0,0,157.3505121487356,2.6,Intel Core i5,0,256,Intel,Windows
360,HP,Notebook,4,1.86,1248.94,0,0,100.45466986113651,2.0,Intel Core i3,500,0,Intel,Windows
361,Asus,Notebook,8,2.0,2688.5,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
362,Lenovo,Notebook,6,2.8,2045.53,0,0,106.11306214269258,2.5,Intel Core i5,1000,128,Nvidia,Windows
363,HP,Notebook,8,1.86,1817.93,0,0,141.21199808219862,2.5,Intel Core i5,1000,0,Intel,Windows
364,Lenovo,Notebook,8,2.2,1419.64,0,0,100.45466986113651,2.0,Intel Core i3,0,256,Nvidia,Others/No OS/Linux
365,HP,Notebook,8,2.04,1106.69,0,0,100.45466986113651,1.6,Other Intel Processor,2000,0,Intel,Windows
366,Dell,Notebook,8,2.8,3086.79,0,0,127.33567457123111,1.6,Intel Core i5,1000,128,AMD,Windows
367,Lenovo,Gaming,8,2.4,2301.58,0,1,141.21199808219862,2.5,Intel Core i5,1000,128,Nvidia,Others/No OS/Linux
368,Dell,Notebook,8,2.33,2557.63,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD,Windows
369,HP,Ultrabook,8,1.36,4978.69,0,1,157.3505121487356,2.7,Intel Core i7,0,256,Intel,Windows
370,Asus,2 in 1 Convertible,12,2.26,3126.62,1,0,141.21199808219862,2.7,Intel Core i7,2000,512,Nvidia,Windows
371,Acer,Notebook,4,2.1,1211.96,0,0,100.45466986113651,3.0,AMD Processor,0,128,AMD,Windows
372,Asus,Gaming,16,3.25,6256.09,0,1,127.33567457123111,3.0,AMD Processor,1000,256,AMD,Windows
373,Lenovo,Notebook,4,2.6,1391.19,0,0,106.11306214269258,2.2,AMD Processor,0,128,AMD,Windows
374,Dell,2 in 1 Convertible,8,1.62,2472.31,1,0,165.6321180513006,1.8,Intel Core i7,0,256,Intel,Windows
375,HP,Notebook,4,1.91,1391.16,0,0,141.21199808219862,3.0,AMD Processor,0,256,AMD,Windows
376,Lenovo,Netbook,4,1.59,1573.27,0,1,135.0942111925629,1.1,Other Intel Processor,0,128,Intel,Windows
377,Dell,Notebook,4,1.8,879.1,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel,Windows
378,Asus,Notebook,4,1.5,813.66,0,0,111.93520355955211,1.1,Other Intel Processor,0,0,Intel,Windows
379,Acer,Notebook,8,2.4,2406.84,0,0,141.21199808219862,2.8,Intel Core i7,1000,0,Nvidia,Others/No OS/Linux
380,HP,Gaming,8,3.35,3388.36,0,1,127.33567457123111,2.8,Intel Core i7,1000,128,Nvidia,Windows
381,Lenovo,Notebook,4,1.85,1147.94,0,0,141.21199808219862,2.0,Intel Core i3,0,128,Intel,Others/No OS/Linux
382,Asus,Gaming,8,2.3,4708.42,0,1,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
383,Lenovo,Notebook,8,1.5,3126.62,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Nvidia,Windows
384,Asus,Ultrabook,16,1.1,4975.57,1,0,165.6321180513006,2.7,Intel Core i7,0,512,Intel,Windows
385,Lenovo,Ultrabook,8,1.13,6492.22,0,1,209.8006828649808,2.7,Intel Core i7,0,512,Intel,Windows
386,Lenovo,Notebook,4,1.5,1561.89,0,1,165.6321180513006,2.4,Intel Core i3,0,128,Intel,Windows
387,Dell,Workstation,8,2.23,3894.76,0,0,141.21199808219862,2.6,Intel Core i5,500,0,AMD,Windows
388,Dell,Workstation,8,2.0,6074.01,0,1,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia,Windows
389,Lenovo,2 in 1 Convertible,16,1.42,7138.03,1,0,209.8006828649808,2.7,Intel Core i7,0,512,Intel,Windows
390,Asus,Gaming,8,3.0,2955.92,0,0,127.33567457123111,2.8,Intel Core i7,1000,0,Nvidia,Windows
391,Asus,Gaming,16,3.0,4526.34,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
392,Acer,Notebook,12,2.2,1974.38,0,1,100.45466986113651,1.6,Intel Core i5,1000,0,Nvidia,Windows
393,MSI,Gaming,8,2.7,3837.86,0,0,127.33567457123111,2.8,Intel Core i7,0,256,Nvidia,Windows
394,Dell,Notebook,8,2.33,2215.86,0,0,141.21199808219862,2.7,Intel Core i7,0,256,AMD,Others/No OS/Linux
395,HP,Ultrabook,4,1.91,1419.64,0,0,141.21199808219862,3.0,AMD Processor,0,256,AMD,Windows
396,Lenovo,Notebook,8,2.1,3498.06,0,1,141.21199808219862,1.8,Intel Core i7,0,256,AMD,Windows
397,Lenovo,Notebook,8,1.9,2668.58,0,1,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
398,Dell,Workstation,8,1.78,7715.55,1,0,282.42399616439724,2.8,Intel Core i7,0,256,Nvidia,Windows
399,Lenovo,Ultrabook,16,1.13,7468.04,0,1,209.8006828649808,2.7,Intel Core i7,0,1000,Intel,Windows
400,Lenovo,Notebook,4,2.2,870.56,0,0,100.45466986113651,1.1,Other Intel Processor,1000,0,Intel,Windows
401,Asus,Gaming,16,2.9,4349.96,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
402,Lenovo,Notebook,8,2.1,3256.07,0,1,141.21199808219862,1.6,Intel Core i5,1000,256,AMD,Windows
403,Acer,Notebook,8,2.5,2500.73,0,0,141.21199808219862,2.8,Intel Core i7,0,256,Nvidia,Others/No OS/Linux
404,MSI,Gaming,16,2.8,6398.33,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
405,Asus,Ultrabook,8,1.1,5328.63,0,0,157.3505121487356,2.7,Intel Core i7,0,512,Intel,Windows
406,Toshiba,Ultrabook,16,1.2,4970.16,0,0,165.6321180513006,2.5,Intel Core i7,0,512,Intel,Windows
407,Dell,Ultrabook,8,1.36,4779.55,0,0,157.3505121487356,2.8,Intel Core i7,0,512,Intel,Windows
408,Lenovo,Notebook,4,2.2,1163.59,0,0,141.21199808219862,2.0,Intel Core i3,500,0,Intel,Windows
409,Lenovo,Notebook,2,1.15,866.15,0,0,135.0942111925629,1.1,Other Intel Processor,0,0,Intel,Windows
410,Lenovo,Workstation,8,2.67,5476.56,0,0,141.21199808219862,2.8,Intel Core i7,0,512,Nvidia,Windows
411,Lenovo,Ultrabook,8,1.7,5527.77,0,1,209.8006828649808,2.8,Intel Core i7,0,512,Nvidia,Windows
412,HP,Notebook,4,2.1,1334.29,0,0,141.21199808219862,2.0,Intel Core i3,1000,0,AMD,Windows
413,Acer,2 in 1 Convertible,8,1.6,2244.71,1,1,165.6321180513006,2.5,Intel Core i7,0,256,Intel,Windows
414,Asus,2 in 1 Convertible,8,1.27,2640.13,1,1,165.6321180513006,2.5,Intel Core i5,0,256,Intel,Windows
415,Dell,Notebook,4,2.3,1703.85,0,0,141.21199808219862,2.5,Intel Core i5,0,256,AMD,Others/No OS/Linux
416,Dell,Notebook,4,1.65,1960.18,0,0,117.82653006268643,2.0,Intel Core i3,0,128,Intel,Windows
417,HP,Ultrabook,8,1.43,4267.45,0,0,157.3505121487356,2.5,Intel Core i7,0,256,Intel,Windows
418,Dell,Notebook,8,2.14,1536.14,0,0,100.45466986113651,2.5,Intel Core i5,1000,0,Intel,Windows
419,Lenovo,Ultrabook,8,1.75,3457.72,0,1,157.3505121487356,1.8,Intel Core i7,0,256,AMD,Windows
420,Lenovo,2 in 1 Convertible,16,2.0,5402.6,1,1,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia,Windows
421,Chuwi,Notebook,6,1.4,1277.39,0,1,267.3384360344031,1.1,Other Intel Processor,0,0,Intel,Windows
422,HP,Notebook,8,2.31,4059.77,0,0,141.21199808219862,2.9,Intel Core i7,0,256,Intel,Windows
423,Asus,Notebook,8,2.3,1698.45,0,0,141.21199808219862,2.4,Intel Core i3,1000,0,Nvidia,Others/No OS/Linux
424,Dell,Gaming,16,4.42,7963.07,0,1,169.78089942830815,2.9,Intel Core i7,1000,256,Nvidia,Windows
425,Dell,Gaming,8,2.62,3297.32,0,1,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
426,Dell,Notebook,8,2.02,3250.09,0,0,141.21199808219862,1.8,Intel Core i7,2000,256,AMD,Windows
427,Dell,Ultrabook,8,1.6,3126.62,0,0,157.3505121487356,2.8,Intel Core i7,0,256,Intel,Others/No OS/Linux
428,HP,Gaming,12,3.35,5687.09,0,0,127.33567457123111,2.8,Intel Core i7,1000,256,Nvidia,Windows
429,Mediacom,2 in 1 Convertible,4,1.16,850.65,1,1,189.90579052433606,1.1,Other Intel Processor,0,32,Intel,Windows
430,Samsung,Netbook,4,1.15,765.3,0,0,135.0942111925629,1.6,Other Intel Processor,0,0,Intel,Others/No OS/Linux
431,Lenovo,Notebook,8,1.4,2873.42,0,1,165.6321180513006,2.7,Intel Core i7,0,256,Intel,Windows
432,Lenovo,Notebook,4,1.7,1704.14,0,1,157.3505121487356,2.7,Intel Core i3,0,128,Intel,Windows
433,Lenovo,Workstation,16,2.3,6955.95,0,1,282.42399616439724,2.8,Intel Core i7,0,512,Nvidia,Windows
434,Lenovo,Notebook,16,2.5,6967.33,0,0,141.21199808219862,2.9,Intel Core i7,0,512,Nvidia,Windows
435,Asus,Gaming,8,3.2,4822.22,0,0,127.33567457123111,3.2,AMD Processor,1000,256,AMD,Windows
436,HP,Notebook,4,2.1,987.2,0,0,100.45466986113651,1.6,Other Intel Processor,500,0,Intel,Windows
437,Google,Ultrabook,16,1.1,6256.09,1,0,234.50740003017813,1.3,Intel Core i7,0,512,Intel,Others/No OS/Linux
438,Lenovo,Ultrabook,24,1.32,6776.71,0,0,209.8006828649808,2.7,Intel Core i7,0,512,Intel,Windows
439,Asus,Notebook,4,2.0,1590.34,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Intel,Others/No OS/Linux
440,Lenovo,Notebook,8,2.8,1476.54,0,0,106.11306214269258,2.5,AMD Processor,1000,0,AMD,Windows
441,Dell,Notebook,4,2.2,2130.88,0,0,141.21199808219862,1.6,Intel Core i5,0,256,AMD,Windows
442,Lenovo,Ultrabook,8,1.36,4065.46,0,1,176.23257360658386,2.5,Intel Core i5,0,256,Intel,Windows
443,Lenovo,Notebook,4,2.2,992.89,0,0,141.21199808219862,1.1,Other Intel Processor,0,128,Intel,Windows
444,HP,Gaming,8,2.2,3126.62,0,1,141.21199808219862,2.8,Intel Core i7,1000,128,Nvidia,Windows
445,Dell,Notebook,8,1.64,3354.22,0,0,157.3505121487356,2.8,Intel Core i5,0,256,Nvidia,Windows
446,Acer,Notebook,4,2.4,1256.91,0,0,100.45466986113651,2.5,Intel Core i5,500,0,Intel,Others/No OS/Linux
447,Dell,Workstation,8,2.23,5670.02,0,0,141.21199808219862,3.0,Other Intel Processor,1000,0,Nvidia,Windows
448,MSI,Gaming,8,2.2,2923.89,0,0,141.21199808219862,2.5,Intel Core i5,0,256,Nvidia,Windows
449,Microsoft,Ultrabook,16,1.25,7365.62,1,0,200.84255993695703,2.5,Intel Core i7,0,512,Intel,Windows
450,HP,Notebook,8,1.91,1675.69,0,0,100.45466986113651,2.5,Intel Core i5,0,128,Intel,Windows
451,Dell,Workstation,16,2.17,5618.81,0,1,141.21199808219862,2.7,Intel Core i7,0,256,Nvidia,Windows
452,HP,Workstation,8,2.31,4364.18,0,1,141.21199808219862,2.9,Intel Core i7,0,512,Intel,Windows
453,Lenovo,Notebook,8,1.65,3826.48,0,0,157.3505121487356,2.5,Intel Core i5,0,256,Intel,Windows
